branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S327","SP","OPS","C000000011","S000000017"," "," ","13100120","September 01-30 2014",5592.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100209","September 01-30 2014",466.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100421","September 01-30 2014",2796.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100529","September 01-30 2014",5592.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100696","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100703","September 01-30 2014",1980.500000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100728","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100856","September 01-30 2014",2796.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100918","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101054","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101060","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13200002","September 01-30 2014",466.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13300298","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100015","September 01-30 2014",1764.975000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100046","September 01-30 2014",233.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100095","September 01-30 2014",174.750000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100237","September 01-30 2014",757.250000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100264","September 01-30 2014",640.750000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100399","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101001","September 01-30 2014",58.250000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101058","September 01-30 2014",1357.225000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13300143","September 01-30 2014",2271.750000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100993","September 01-30 2014",141.741667,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100994","September 01-30 2014",141.741667,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100994","September 01-30 2014",141.741667,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13300251","September 01-30 2014",8.737500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100292","September 01-30 2014",8.737500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13300340","September 01-30 2014",58.250000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100340","September 01-30 2014",58.250000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100006","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100913","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100215","September 01-30 2014",131.062500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100904","September 01-30 2014",131.062500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101015","September 01-30 2014",131.062500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100751","September 01-30 2014",131.062500,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100232","September 01-30 2014",504.833333,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100316","September 01-30 2014",504.833333,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100254","September 01-30 2014",504.833333,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100058","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100107","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100888","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100889","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100891","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100893","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100894","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100896","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100897","September 01-30 2014",99.025000,2,"for the month of September 01-30 2014"
