branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S334","SP","OPS","C000000011","S000000017"," "," ","13100015","September 01-30 2014",4194.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100072","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100073","September 01-30 2014",349.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100095","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100237","September 01-30 2014",1398.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100408","September 01-30 2014",1398.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100696","September 01-30 2014",2796.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100728","September 01-30 2014",932.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100782","September 01-30 2014",174.750000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100856","September 01-30 2014",2796.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100878","September 01-30 2014",2796.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13101001","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13101060","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13300143","September 01-30 2014",1747.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13300298","September 01-30 2014",699.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100065","September 01-30 2014",174.750000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100529","September 01-30 2014",3029.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100844","September 01-30 2014",174.750000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100292","September 01-30 2014",466.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13300251","September 01-30 2014",466.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100042","September 01-30 2014",116.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100141","September 01-30 2014",116.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100968","September 01-30 2014",116.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13101009","September 01-30 2014",116.500000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100888","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100889","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100890","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100891","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100893","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100894","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100896","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100897","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100898","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100899","September 01-30 2014",93.200000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100667","September 01-30 2014",620.362500,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100252","September 01-30 2014",620.362500,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100342","September 01-30 2014",233.000000,2,"for the month of September 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100423","September 01-30 2014",233.000000,2,"for the month of September 01-30 2014"
