branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S341","SP","OPS","C000000011","S000000017"," "," ","13100015","April 01-30 2014",5592.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100046","April 01-30 2014",699.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100072","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100095","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100190","April 01-30 2014",2796.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100856","April 01-30 2014",2796.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13101001","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13101023","April 01-30 2014",1398.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13101035","April 01-30 2014",1398.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13300143","April 01-30 2014",2796.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13300298","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100181","April 01-30 2014",5592.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13101010","April 01-30 2014",5592.000000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100888","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100889","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100890","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100891","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100893","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100894","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100896","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100897","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100898","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
"S341","SP","OPS","C000000011","S000000017"," "," ","13100899","April 01-30 2014",605.800000,2,"for the month of April 01-30 2014"
