branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
S325,SP,OPS,C000000011,S000000017, , ,13100104,November 01-30 2019,1398,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100308,November 01-30 2019,2796,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100706,November 01-30 2019,1398,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100728,November 01-30 2019,1398,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100919,November 01-30 2019,932,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100923,November 01-30 2019,1398,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101033,November 01-30 2019,1048.5,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101111,November 01-30 2019,932,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101118,November 01-30 2019,932,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100006,November 01-30 2019,2330,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100013,November 01-30 2019,308.725,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100073,November 01-30 2019,250.475,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100113,November 01-30 2019,932,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100138,November 01-30 2019,2155.25,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100195,November 01-30 2019,133.975,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100204,November 01-30 2019,2330,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100782,November 01-30 2019,7922,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100789,November 01-30 2019,1980.5,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100940,November 01-30 2019,192.225,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100983,November 01-30 2019,116.5,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101069,November 01-30 2019,1124.225,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101095,November 01-30 2019,7939.475,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101110,November 01-30 2019,599.975,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101166,November 01-30 2019,466,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13200002,November 01-30 2019,349.5,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13300051,November 01-30 2019,17.475,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100114,November 01-30 2019,640.75,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100850,November 01-30 2019,1514.5,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101087,November 01-30 2019,1339.75,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100095,November 01-30 2019,64.075,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100237,November 01-30 2019,64.075,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101104,November 01-30 2019,64.075,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100978,November 01-30 2019,2097,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13101152,November 01-30 2019,2097,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100702,November 01-30 2019,1423.241667,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100861,November 01-30 2019,1423.241667,2,for the month of November 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,13100405,November 01-30 2019,1423.241667,2,for the month of November 01-30 2019
