branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
S351,SP,OPS,C000000011,S000000017, , ,13100240,May 01-31 2016,2796,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100289,May 01-31 2016,5126,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100337,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100703,May 01-31 2016,2796,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100748,May 01-31 2016,699,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100789,May 01-31 2016,5592,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100940,May 01-31 2016,1398,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100204,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100407,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100731,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13101078,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13101081,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13101096,May 01-31 2016,932,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100006,May 01-31 2016,2796,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13100913,May 01-31 2016,2796,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13101015,May 01-31 2016,1398,2,for the month of May 01-31 2016
S351,SP,OPS,C000000011,S000000017, , ,13101033,May 01-31 2016,1398,2,for the month of May 01-31 2016
,,,,,,,,,,,
,,,,,,,,,33319,,
