branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S353","SP","OPS","C000000011","S000000017"," "," ","13100095","November 01-30 2017",932.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100195","November 01-30 2017",233.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100209","November 01-30 2017",932.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100703","November 01-30 2017",233.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100904","November 01-30 2017",932.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13300051","November 01-30 2017",466.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13300143","November 01-30 2017",466.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100138","November 01-30 2017",407.750000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100340","November 01-30 2017",658.225000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13200002","November 01-30 2017",2213.500000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100042","November 01-30 2017",1398.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13100141","November 01-30 2017",1398.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13101009","November 01-30 2017",1398.000000,2,"for the month of November 01-30 2017"
"S353","SP","OPS","C000000011","S000000017"," "," ","13101095","November 01-30 2017",1398.000000,2,"for the month of November 01-30 2017"
