branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S345","SP","OPS","C000000011","S000000017"," "," ","13100072","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100073","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100095","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100167","April 01-30 2016",1398.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100195","April 01-30 2016",233.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100254","April 01-30 2016",1864.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100289","April 01-30 2016",2796.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100337","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100421","April 01-30 2016",5592.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100748","April 01-30 2016",699.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13101001","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13101054","April 01-30 2016",932.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13101090","April 01-30 2016",757.250000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100215","April 01-30 2016",1398.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100412","April 01-30 2016",1398.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13100904","April 01-30 2016",1398.000000,2,"for the month of April 01-30 2016"
"S345","SP","OPS","C000000011","S000000017"," "," ","13101077","April 01-30 2016",1398.000000,2,"for the month of April 01-30 2016"
